"","Region","År","Utbildning","Kön","Region_kod","Utbildningskod","Förvärvsgrad","Matchad_förvärvsgrad","Skillnad_förvärsgrad","Antal_personer","Könsskillnad_mf","Andel_män","Andel nya förvärvsarbetande","Andel jobbytare","Andel totalt jobbinflöde"
"7837","Västerbotten","2016","Restaurang- och livsmedel","kvinnor","24","83R",82.1,44.9,37.2,1439,-1,37.4347826086957,4.9,12.7,17.6
"7838","Västerbotten","2016","Restaurang- och livsmedel","män","24","83R",84.7,43.9,40.8,861,-1,37.4347826086957,5.1,20,25.1
"7839","Västerbotten","2016","Restaurang- och livsmedel","totalt","24","83R",83,44.5,38.5,2300,NA,37.4347826086957,5,15.6,20.6
"7840","Västerbotten","2016","Transport","kvinnor","24","83T",83.2,44.3,38.9,149,14.1,93.0568499534017,6.8,28.4,35.2
"7841","Västerbotten","2016","Transport","män","24","83T",89.1,58.4,30.7,1997,14.1,93.0568499534017,3.6,16.5,20.1
"7842","Västerbotten","2016","Transport","totalt","24","83T",88.7,57.4,31.3,2146,NA,93.0568499534017,3.8,17.3,21.1
"7843","Västerbotten","2016","VVS- och fastighet","kvinnor","24","53R",NA,NA,NA,9,-0.200000000000003,98.9298454221165,NA,NA,NA
"7844","Västerbotten","2016","VVS- och fastighet","män","24","53R",90.9,66.2,24.7,832,-0.200000000000003,98.9298454221165,NA,NA,14.7
"7845","Västerbotten","2016","VVS- och fastighet","totalt","24","53R",91,66,25,841,NA,98.9298454221165,2.2,12.8,15
"7846","Västerbotten","2016","Vård & omsorg","kvinnor","24","73OX",85.2,69,16.2,5512,-14.5,12.5218219330265,3.1,7.5,10.6
"7847","Västerbotten","2016","Vård & omsorg","män","24","73OX",84.2,54.5,29.7,789,-14.5,12.5218219330265,6.1,11.1,17.2
"7848","Västerbotten","2016","Vård & omsorg","totalt","24","73OX",85.1,67.2,17.9,6301,NA,12.5218219330265,3.5,8,11.4
"7849","Västerbotten","2017","Barn- och fritid","kvinnor","24","73B",84.4,48.8,35.6,2443,-21.6,24.295010845987,3.4,10.5,13.9
"7850","Västerbotten","2017","Barn- och fritid","män","24","73B",86.5,27.2,59.3,784,-21.6,24.295010845987,3.5,16.7,20.1
"7851","Västerbotten","2017","Barn- och fritid","totalt","24","73B",84.9,43.5,41.4,3227,NA,24.295010845987,3.4,12.1,15.5
"7852","Västerbotten","2017","Bygg","kvinnor","24","53B",91.6,51,40.6,143,20.4,96.0299833425875,4.8,23.6,28.5
"7853","Västerbotten","2017","Bygg","män","24","53B",91,71.4,19.6,3459,20.4,96.0299833425875,2.9,15.2,18.1
"7854","Västerbotten","2017","Bygg","totalt","24","53B",91.1,70.5,20.6,3602,NA,96.0299833425875,3,15.6,18.6
"7855","Västerbotten","2017","Data-, el- och energiteknik","kvinnor","24","53E",81,45.8,35.2,153,15.4,96.484375,5.2,13.5,18.7
"7856","Västerbotten","2017","Data-, el- och energiteknik","män","24","53E",89.2,61.2,28,4199,15.4,96.484375,3.4,14.7,18.1
"7857","Västerbotten","2017","Data-, el- och energiteknik","totalt","24","53E",88.9,60.7,28.2,4352,NA,96.484375,3.5,14.7,18.1
"7858","Västerbotten","2017","Fordon","kvinnor","24","53F",90.3,38.7,51.6,124,23.4,96.2458371177717,9.8,16.5,26.3
"7859","Västerbotten","2017","Fordon","män","24","53F",89.1,62.1,27,3179,23.4,96.2458371177717,3.1,13.5,16.5
"7860","Västerbotten","2017","Fordon","totalt","24","53F",89.1,61.2,27.9,3303,NA,96.2458371177717,3.3,13.6,16.9
"7861","Västerbotten","2017","Gymnasieingenjör","kvinnor","24","53A+55Q",87.6,37.3,50.3,185,20.7,92.6674593737614,2.2,8.2,10.3
"7862","Västerbotten","2017","Gymnasieingenjör","män","24","53A+55Q",90.5,58,32.5,2338,20.7,92.6674593737614,1.9,7.9,9.8
"7863","Västerbotten","2017","Gymnasieingenjör","totalt","24","53A+55Q",90.3,56.5,33.8,2523,NA,92.6674593737614,1.9,7.9,9.9
"7864","Västerbotten","2017","Handel- och administration","kvinnor","24","33H",80.4,39.4,41,3752,-2.5,31.0547592796766,2.7,9.4,12.1
"7865","Västerbotten","2017","Handel- och administration","män","24","33H",80.4,36.9,43.5,1690,-2.5,31.0547592796766,4.5,12,16.5
"7866","Västerbotten","2017","Handel- och administration","totalt","24","33H",80.4,38.6,41.8,5442,NA,31.0547592796766,3.3,10.2,13.5
"7867","Västerbotten","2017","Industri","kvinnor","24","53I",74.6,23.3,51.3,583,30.4,90.3444849287844,4.4,13.3,17.7
"7868","Västerbotten","2017","Industri","män","24","53I",84.3,53.7,30.6,5455,30.4,90.3444849287844,3.3,11.1,14.4
"7869","Västerbotten","2017","Industri","totalt","24","53I",83.3,50.8,32.5,6038,NA,90.3444849287844,3.4,11.3,14.7
"7870","Västerbotten","2017","Naturbruk","kvinnor","24","63Z",82,25.6,56.4,901,16.9,56.2833575934013,5.5,15.5,21
"7871","Västerbotten","2017","Naturbruk","män","24","63Z",87.2,42.5,44.7,1160,16.9,56.2833575934013,3,15,18.1
"7872","Västerbotten","2017","Naturbruk","totalt","24","63Z",84.9,35.1,49.8,2061,NA,56.2833575934013,4,15.2,19.2
"7873","Västerbotten","2017","Restaurang- och livsmedel","kvinnor","24","83R",81.5,42.7,38.8,1447,1.09999999999999,37.7901977644024,3.6,13.4,17.1
"7874","Västerbotten","2017","Restaurang- och livsmedel","män","24","83R",86.1,43.8,42.3,879,1.09999999999999,37.7901977644024,4.2,19.2,23.4
"7875","Västerbotten","2017","Restaurang- och livsmedel","totalt","24","83R",83.3,43.1,40.2,2326,NA,37.7901977644024,3.8,15.8,19.6
"7876","Västerbotten","2017","Transport","kvinnor","24","83T",82.9,42.9,40,170,15.7,92.3698384201077,4.4,28.4,32.8
"7877","Västerbotten","2017","Transport","män","24","83T",89.9,58.6,31.3,2058,15.7,92.3698384201077,3,18.5,21.5
"7878","Västerbotten","2017","Transport","totalt","24","83T",89.4,57.4,32,2228,NA,92.3698384201077,3.1,19.3,22.4
"7879","Västerbotten","2017","VVS- och fastighet","kvinnor","24","53R",NA,NA,NA,10,-0.299999999999997,98.868778280543,NA,NA,NA
"7880","Västerbotten","2017","VVS- och fastighet","män","24","53R",91.9,69.6,22.3,874,-0.299999999999997,98.868778280543,2.5,15.7,18.1
"7881","Västerbotten","2017","VVS- och fastighet","totalt","24","53R",92,69.3,22.7,884,NA,98.868778280543,2.4,15.5,18
"7882","Västerbotten","2017","Vård & omsorg","kvinnor","24","73OX",85.7,68.2,17.5,5384,-11.8,12.9366106080207,3.2,7.6,10.8
"7883","Västerbotten","2017","Vård & omsorg","män","24","73OX",86.6,56.4,30.2,800,-11.8,12.9366106080207,6.3,10,16.3
"7884","Västerbotten","2017","Vård & omsorg","totalt","24","73OX",85.8,66.7,19.1,6184,NA,12.9366106080207,3.6,8,11.6
"7885","Västerbotten","2018","Barn- och fritid","kvinnor","24","73B",85.1,48.9,36.2,2395,-19.7,25.2029981261711,3.7,10.1,13.8
"7886","Västerbotten","2018","Barn- och fritid","män","24","73B",87.6,29.2,58.4,807,-19.7,25.2029981261711,4.3,15.8,20.1
"7887","Västerbotten","2018","Barn- och fritid","totalt","24","73B",85.7,44,41.7,3202,NA,25.2029981261711,3.8,11.6,15.4
"7888","Västerbotten","2018","Bygg","kvinnor","24","53B",90.5,50.6,39.9,158,20.2,95.8562811434566,4.6,16.7,21.3
"7889","Västerbotten","2018","Bygg","män","24","53B",91.5,70.8,20.7,3655,20.2,95.8562811434566,2.4,15.5,17.9
"7890","Västerbotten","2018","Bygg","totalt","24","53B",91.4,70,21.4,3813,NA,95.8562811434566,2.5,15.5,18.1
"7891","Västerbotten","2018","Data-, el- och energiteknik","kvinnor","24","53E",80.9,43.4,37.5,152,18.3,96.6063853538736,4.7,14.7,19.3
"7892","Västerbotten","2018","Data-, el- och energiteknik","män","24","53E",89.8,61.7,28.1,4327,18.3,96.6063853538736,3.8,14.5,18.3
"7893","Västerbotten","2018","Data-, el- och energiteknik","totalt","24","53E",89.5,61,28.5,4479,NA,96.6063853538736,3.8,14.5,18.3
"7894","Västerbotten","2018","Fordon","kvinnor","24","53F",89,40.2,48.8,127,19.5,96.1964660077868,NA,NA,22.6
"7895","Västerbotten","2018","Fordon","män","24","53F",89.7,59.7,30,3212,19.5,96.1964660077868,NA,NA,16.9
"7896","Västerbotten","2018","Fordon","totalt","24","53F",89.7,59,30.7,3339,NA,96.1964660077868,2.6,14.5,17.1
"7897","Västerbotten","2018","Gymnasieingenjör","kvinnor","24","53A+55Q",90.4,38.2,52.2,178,20,92.6446280991736,4.2,6.3,10.6
"7898","Västerbotten","2018","Gymnasieingenjör","män","24","53A+55Q",90.6,58.2,32.4,2242,20,92.6446280991736,1.4,8.1,9.5
"7899","Västerbotten","2018","Gymnasieingenjör","totalt","24","53A+55Q",90.6,56.7,33.9,2420,NA,92.6446280991736,1.7,7.9,9.6
"7900","Västerbotten","2018","Handel- och administration","kvinnor","24","33H",80,39.5,40.5,3611,-2.8,31.4800759013283,2.9,8.1,11
"7901","Västerbotten","2018","Handel- och administration","män","24","33H",81.4,36.7,44.7,1659,-2.8,31.4800759013283,4.8,11.4,16.2
"7902","Västerbotten","2018","Handel- och administration","totalt","24","33H",80.4,38.6,41.8,5270,NA,31.4800759013283,3.5,9.2,12.7
"7903","Västerbotten","2018","Industri","kvinnor","24","53I",75.1,23.5,51.6,554,26.4,90.6212967665482,3.9,10.7,14.6
"7904","Västerbotten","2018","Industri","män","24","53I",85.2,49.9,35.3,5353,26.4,90.6212967665482,3.2,10.9,14.1
"7905","Västerbotten","2018","Industri","totalt","24","53I",84.2,47.4,36.8,5907,NA,90.6212967665482,3.3,10.9,14.2
"7906","Västerbotten","2018","Naturbruk","kvinnor","24","63Z",81.3,26.2,55.1,909,16.2,56.1716489874638,4.7,16.7,21.4
"7907","Västerbotten","2018","Naturbruk","män","24","63Z",87.8,42.4,45.4,1165,16.2,56.1716489874638,3.3,14.4,17.7
"7908","Västerbotten","2018","Naturbruk","totalt","24","63Z",85,35.3,49.7,2074,NA,56.1716489874638,3.9,15.3,19.2
"7909","Västerbotten","2018","Restaurang- och livsmedel","kvinnor","24","83R",81.1,42.3,38.8,1448,0.800000000000004,37.5323554788611,3.6,13,16.6
"7910","Västerbotten","2018","Restaurang- och livsmedel","män","24","83R",85.3,43.1,42.2,870,0.800000000000004,37.5323554788611,4.3,18.7,23.1
"7911","Västerbotten","2018","Restaurang- och livsmedel","totalt","24","83R",82.7,42.6,40.1,2318,NA,37.5323554788611,3.9,15.2,19.1
"7912","Västerbotten","2018","Transport","kvinnor","24","83T",81.7,42.5,39.2,186,17,91.8954248366013,5.9,27.2,33.2
"7913","Västerbotten","2018","Transport","män","24","83T",91.2,59.5,31.7,2109,17,91.8954248366013,3.3,18.2,21.5
"7914","Västerbotten","2018","Transport","totalt","24","83T",90.4,58.1,32.3,2295,NA,91.8954248366013,3.5,18.9,22.4
"7915","Västerbotten","2018","VVS- och fastighet","kvinnor","24","53R",NA,NA,NA,10,-0.100000000000009,98.8913525498891,NA,NA,NA
"7916","Västerbotten","2018","VVS- och fastighet","män","24","53R",92.5,67.2,25.3,892,-0.100000000000009,98.8913525498891,NA,NA,NA
"7917","Västerbotten","2018","VVS- och fastighet","totalt","24","53R",92.5,67.1,25.4,902,NA,98.8913525498891,2.4,13.9,16.3
"7918","Västerbotten","2018","Vård & omsorg","kvinnor","24","73OX",84.9,67.2,17.7,5184,-8.40000000000001,13.7006825370401,2.9,7.5,10.5
"7919","Västerbotten","2018","Vård & omsorg","män","24","73OX",87.5,58.8,28.7,823,-8.40000000000001,13.7006825370401,5.7,10.8,16.5
"7920","Västerbotten","2018","Vård & omsorg","totalt","24","73OX",85.2,66,19.2,6007,NA,13.7006825370401,3.3,8,11.3
"7921","Västerbotten","2019","Barn- och fritid","kvinnor","24","73B",85.5,49.4,36.1,2388,-22.1,25.3516723976243,4.9,11.3,16.1
"7922","Västerbotten","2019","Barn- och fritid","män","24","73B",88.4,27.3,61.1,811,-22.1,25.3516723976243,5.6,16.3,22
"7923","Västerbotten","2019","Barn- och fritid","totalt","24","73B",86.2,43.8,42.4,3199,NA,25.3516723976243,5.1,12.6,17.7
"7924","Västerbotten","2019","Bygg","kvinnor","24","53B",87.5,47.7,39.8,176,21,95.5021722463583,8.6,20.7,29.3
"7925","Västerbotten","2019","Bygg","män","24","53B",89.7,68.7,21,3737,21,95.5021722463583,3,14.4,17.4
"7926","Västerbotten","2019","Bygg","totalt","24","53B",89.6,67.7,21.9,3913,NA,95.5021722463583,3.3,14.7,17.9
"7927","Västerbotten","2019","Data-, el- och energiteknik","kvinnor","24","53E",80.4,41.8,38.6,153,19,96.5810055865922,5.9,16.4,22.4
"7928","Västerbotten","2019","Data-, el- och energiteknik","män","24","53E",89.7,60.8,28.9,4322,19,96.5810055865922,3,12.9,15.9
"7929","Västerbotten","2019","Data-, el- och energiteknik","totalt","24","53E",89.3,60.2,29.1,4475,NA,96.5810055865922,3.1,13,16.1
"7930","Västerbotten","2019","Fordon","kvinnor","24","53F",88.2,35.4,52.8,127,24.1,96.1550105964275,8,21.7,29.7
"7931","Västerbotten","2019","Fordon","män","24","53F",88.5,59.5,29,3176,24.1,96.1550105964275,2.8,14,16.9
"7932","Västerbotten","2019","Fordon","totalt","24","53F",88.5,58.6,29.9,3303,NA,96.1550105964275,3,14.3,17.4
"7933","Västerbotten","2019","Gymnasieingenjör","kvinnor","24","53A+55Q",91.8,40.4,51.4,171,15.8,92.3455684870188,3.2,4.8,8.1
"7934","Västerbotten","2019","Gymnasieingenjör","män","24","53A+55Q",89,56.2,32.8,2063,15.8,92.3455684870188,1.7,9.2,10.9
"7935","Västerbotten","2019","Gymnasieingenjör","totalt","24","53A+55Q",89.2,55,34.2,2234,NA,92.3455684870188,1.8,8.9,10.7
"7936","Västerbotten","2019","Handel- och administration","kvinnor","24","33H",80.4,39.3,41.1,3446,-3,31.7893903404592,4.5,9.1,13.6
"7937","Västerbotten","2019","Handel- och administration","män","24","33H",81.1,36.3,44.8,1606,-3,31.7893903404592,4,11.7,15.7
"7938","Västerbotten","2019","Handel- och administration","totalt","24","33H",80.6,38.3,42.3,5052,NA,31.7893903404592,4.4,10,14.3
"7939","Västerbotten","2019","Industri","kvinnor","24","53I",77.4,24.3,53.1,530,25.7,90.7601115760112,5,10.7,15.8
"7940","Västerbotten","2019","Industri","män","24","53I",85.1,50,35.1,5206,25.7,90.7601115760112,3,10.7,13.7
"7941","Västerbotten","2019","Industri","totalt","24","53I",84.4,47.6,36.8,5736,NA,90.7601115760112,3.1,10.7,13.9
"7942","Västerbotten","2019","Naturbruk","kvinnor","24","63Z",83.3,25.7,57.6,869,18.2,56.8306010928962,6.6,17.8,24.4
"7943","Västerbotten","2019","Naturbruk","män","24","63Z",88.5,43.9,44.6,1144,18.2,56.8306010928962,3.2,15.9,19.1
"7944","Västerbotten","2019","Naturbruk","totalt","24","63Z",86.2,36,50.2,2013,NA,56.8306010928962,4.6,16.7,21.2
"7945","Västerbotten","2019","Restaurang- och livsmedel","kvinnor","24","83R",83.4,42.8,40.6,1436,-0.399999999999999,37.5652173913043,5.2,13.3,18.5
"7946","Västerbotten","2019","Restaurang- och livsmedel","män","24","83R",85.4,42.4,43,864,-0.399999999999999,37.5652173913043,5.3,20,25.2
"7947","Västerbotten","2019","Restaurang- och livsmedel","totalt","24","83R",84.1,42.6,41.5,2300,NA,37.5652173913043,5.2,16,21.2
"7948","Västerbotten","2019","Transport","kvinnor","24","83T",86,45.9,40.1,207,13.8,91.3280268118978,10,22.6,32.6
"7949","Västerbotten","2019","Transport","män","24","83T",90.6,59.7,30.9,2180,13.8,91.3280268118978,3.3,16.4,19.7
"7950","Västerbotten","2019","Transport","totalt","24","83T",90.2,58.5,31.7,2387,NA,91.3280268118978,3.9,16.9,20.8
"7951","Västerbotten","2019","VVS- och fastighet","kvinnor","24","53R",NA,NA,NA,13,-0.299999999999997,98.5587583148559,NA,NA,NA
"7952","Västerbotten","2019","VVS- och fastighet","män","24","53R",92.2,67,25.2,889,-0.299999999999997,98.5587583148559,NA,NA,14.7
"7953","Västerbotten","2019","VVS- och fastighet","totalt","24","53R",92.4,66.7,25.7,902,NA,98.5587583148559,2.9,12.2,15.1
"7954","Västerbotten","2019","Vård & omsorg","kvinnor","24","73OX",85.8,67.4,18.4,4962,-7.00000000000001,14.7129597799931,4.1,9.4,13.5
"7955","Västerbotten","2019","Vård & omsorg","män","24","73OX",88.4,60.4,28,856,-7.00000000000001,14.7129597799931,4.8,12.6,17.4
"7956","Västerbotten","2019","Vård & omsorg","totalt","24","73OX",86.2,66.3,19.9,5818,NA,14.7129597799931,4.2,9.9,14.1
"7957","Västernorrland","2007","Barn- och fritid","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,6.6,8.2,14.8
"7958","Västernorrland","2007","Barn- och fritid","män",NA,NA,NA,NA,NA,NA,NA,NA,10.8,18.5,29.4
"7959","Västernorrland","2007","Barn- och fritid","totalt",NA,NA,NA,NA,NA,NA,NA,NA,7.3,9.9,17.1
"7960","Västernorrland","2007","Bygg","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,9.8,22,31.7
"7961","Västernorrland","2007","Bygg","män",NA,NA,NA,NA,NA,NA,NA,NA,4.4,15,19.3
"7962","Västernorrland","2007","Bygg","totalt",NA,NA,NA,NA,NA,NA,NA,NA,4.4,15.1,19.5
"7963","Västernorrland","2007","Data-, el- och energiteknik","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,7.6,13.9,21.5
"7964","Västernorrland","2007","Data-, el- och energiteknik","män",NA,NA,NA,NA,NA,NA,NA,NA,5.5,12.8,18.3
"7965","Västernorrland","2007","Data-, el- och energiteknik","totalt",NA,NA,NA,NA,NA,NA,NA,NA,5.6,12.9,18.4
"7966","Västernorrland","2007","Fordon","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,5.9,17.6,23.5
"7967","Västernorrland","2007","Fordon","män",NA,NA,NA,NA,NA,NA,NA,NA,3.4,13.9,17.2
"7968","Västernorrland","2007","Fordon","totalt",NA,NA,NA,NA,NA,NA,NA,NA,3.4,13.9,17.3
"7969","Västernorrland","2007","Gymnasieingenjör","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,1.4,9.4,10.8
"7970","Västernorrland","2007","Gymnasieingenjör","män",NA,NA,NA,NA,NA,NA,NA,NA,2,8.3,10.3
"7971","Västernorrland","2007","Gymnasieingenjör","totalt",NA,NA,NA,NA,NA,NA,NA,NA,2,8.3,10.3
"7972","Västernorrland","2007","Handel- och administration","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,3.8,7.7,11.4
"7973","Västernorrland","2007","Handel- och administration","män",NA,NA,NA,NA,NA,NA,NA,NA,5.7,11.7,17.4
"7974","Västernorrland","2007","Handel- och administration","totalt",NA,NA,NA,NA,NA,NA,NA,NA,4.3,8.7,13
"7975","Västernorrland","2007","Industri","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,6,9.1,15.1
"7976","Västernorrland","2007","Industri","män",NA,NA,NA,NA,NA,NA,NA,NA,4,11.2,15.2
"7977","Västernorrland","2007","Industri","totalt",NA,NA,NA,NA,NA,NA,NA,NA,4.2,11,15.2
"7978","Västernorrland","2007","Naturbruk","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,10.7,14.9,25.5
"7979","Västernorrland","2007","Naturbruk","män",NA,NA,NA,NA,NA,NA,NA,NA,3.8,13.5,17.2
"7980","Västernorrland","2007","Naturbruk","totalt",NA,NA,NA,NA,NA,NA,NA,NA,5.7,13.9,19.6
"7981","Västernorrland","2007","Restaurang- och livsmedel","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,6.3,15.7,22
"7982","Västernorrland","2007","Restaurang- och livsmedel","män",NA,NA,NA,NA,NA,NA,NA,NA,10.1,21.1,31.2
"7983","Västernorrland","2007","Restaurang- och livsmedel","totalt",NA,NA,NA,NA,NA,NA,NA,NA,7.7,17.6,25.3
"7984","Västernorrland","2007","Transport","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,16.2,22.1,38.2
"7985","Västernorrland","2007","Transport","män",NA,NA,NA,NA,NA,NA,NA,NA,4.7,19.3,23.9
"7986","Västernorrland","2007","Transport","totalt",NA,NA,NA,NA,NA,NA,NA,NA,5.4,19.4,24.8
"7987","Västernorrland","2007","VVS- och fastighet","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7988","Västernorrland","2007","VVS- och fastighet","män",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7989","Västernorrland","2007","VVS- och fastighet","totalt",NA,NA,NA,NA,NA,NA,NA,NA,4.4,11.4,15.9
"7990","Västernorrland","2007","Vård & omsorg","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,3.6,4.9,8.5
"7991","Västernorrland","2007","Vård & omsorg","män",NA,NA,NA,NA,NA,NA,NA,NA,5.5,11.5,17.1
"7992","Västernorrland","2007","Vård & omsorg","totalt",NA,NA,NA,NA,NA,NA,NA,NA,3.7,5.5,9.2
"7993","Västernorrland","2008","Barn- och fritid","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,7,9.7,16.7
"7994","Västernorrland","2008","Barn- och fritid","män",NA,NA,NA,NA,NA,NA,NA,NA,7.1,21.1,28.2
"7995","Västernorrland","2008","Barn- och fritid","totalt",NA,NA,NA,NA,NA,NA,NA,NA,7,11.6,18.6
"7996","Västernorrland","2008","Bygg","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,14,10,24
"7997","Västernorrland","2008","Bygg","män",NA,NA,NA,NA,NA,NA,NA,NA,3.6,14.7,18.3
"7998","Västernorrland","2008","Bygg","totalt",NA,NA,NA,NA,NA,NA,NA,NA,3.7,14.7,18.4
"7999","Västernorrland","2008","Data-, el- och energiteknik","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,8.5,14.4,22.9
"8000","Västernorrland","2008","Data-, el- och energiteknik","män",NA,NA,NA,NA,NA,NA,NA,NA,3.7,12.7,16.4
"8001","Västernorrland","2008","Data-, el- och energiteknik","totalt",NA,NA,NA,NA,NA,NA,NA,NA,3.8,12.8,16.6
"8002","Västernorrland","2008","Fordon","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.9
"8003","Västernorrland","2008","Fordon","män",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.6
"8004","Västernorrland","2008","Fordon","totalt",NA,NA,NA,NA,NA,NA,NA,NA,2.7,12.9,15.7
"8005","Västernorrland","2008","Gymnasieingenjör","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,2,7.9,9.9
"8006","Västernorrland","2008","Gymnasieingenjör","män",NA,NA,NA,NA,NA,NA,NA,NA,1.8,9.1,11
"8007","Västernorrland","2008","Gymnasieingenjör","totalt",NA,NA,NA,NA,NA,NA,NA,NA,1.8,9,10.9
"8008","Västernorrland","2008","Handel- och administration","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,3.3,7.4,10.8
"8009","Västernorrland","2008","Handel- och administration","män",NA,NA,NA,NA,NA,NA,NA,NA,4.2,11.5,15.7
"8010","Västernorrland","2008","Handel- och administration","totalt",NA,NA,NA,NA,NA,NA,NA,NA,3.6,8.5,12.1
"8011","Västernorrland","2008","Industri","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,6.1,6.5,12.6
"8012","Västernorrland","2008","Industri","män",NA,NA,NA,NA,NA,NA,NA,NA,3.1,10.8,13.9
"8013","Västernorrland","2008","Industri","totalt",NA,NA,NA,NA,NA,NA,NA,NA,3.3,10.4,13.8
"8014","Västernorrland","2008","Naturbruk","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,8.5,16.9,25.5
"8015","Västernorrland","2008","Naturbruk","män",NA,NA,NA,NA,NA,NA,NA,NA,3.9,13.6,17.5
"8016","Västernorrland","2008","Naturbruk","totalt",NA,NA,NA,NA,NA,NA,NA,NA,5.3,14.6,19.9
"8017","Västernorrland","2008","Restaurang- och livsmedel","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,6.2,15.7,21.9
"8018","Västernorrland","2008","Restaurang- och livsmedel","män",NA,NA,NA,NA,NA,NA,NA,NA,7.6,20.5,28.1
"8019","Västernorrland","2008","Restaurang- och livsmedel","totalt",NA,NA,NA,NA,NA,NA,NA,NA,6.7,17.4,24.1
"8020","Västernorrland","2008","Transport","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,7.4,22.2,29.6
"8021","Västernorrland","2008","Transport","män",NA,NA,NA,NA,NA,NA,NA,NA,4.3,18.6,22.9
"8022","Västernorrland","2008","Transport","totalt",NA,NA,NA,NA,NA,NA,NA,NA,4.5,18.9,23.4
"8023","Västernorrland","2008","VVS- och fastighet","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8024","Västernorrland","2008","VVS- och fastighet","män",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8025","Västernorrland","2008","VVS- och fastighet","totalt",NA,NA,NA,NA,NA,NA,NA,NA,2.4,10.1,12.4
"8026","Västernorrland","2008","Vård & omsorg","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,3.3,4.9,8.2
"8027","Västernorrland","2008","Vård & omsorg","män",NA,NA,NA,NA,NA,NA,NA,NA,5.8,8.5,14.3
"8028","Västernorrland","2008","Vård & omsorg","totalt",NA,NA,NA,NA,NA,NA,NA,NA,3.6,5.2,8.7
"8029","Västernorrland","2009","Barn- och fritid","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,4.5,8.8,13.3
"8030","Västernorrland","2009","Barn- och fritid","män",NA,NA,NA,NA,NA,NA,NA,NA,6.7,17.1,23.8
"8031","Västernorrland","2009","Barn- och fritid","totalt",NA,NA,NA,NA,NA,NA,NA,NA,4.9,10.2,15.1
"8032","Västernorrland","2009","Bygg","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8
"8033","Västernorrland","2009","Bygg","män",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.7
"8034","Västernorrland","2009","Bygg","totalt",NA,NA,NA,NA,NA,NA,NA,NA,2.6,15.2,17.7
"8035","Västernorrland","2009","Data-, el- och energiteknik","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,2.9,9.4,12.3
"8036","Västernorrland","2009","Data-, el- och energiteknik","män",NA,NA,NA,NA,NA,NA,NA,NA,2.6,9.8,12.4
"8037","Västernorrland","2009","Data-, el- och energiteknik","totalt",NA,NA,NA,NA,NA,NA,NA,NA,2.6,9.8,12.4
"8038","Västernorrland","2009","Fordon","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,5.8,15.4,21.2
"8039","Västernorrland","2009","Fordon","män",NA,NA,NA,NA,NA,NA,NA,NA,2.4,11,13.5
"8040","Västernorrland","2009","Fordon","totalt",NA,NA,NA,NA,NA,NA,NA,NA,2.5,11.1,13.6
"8041","Västernorrland","2009","Gymnasieingenjör","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4
"8042","Västernorrland","2009","Gymnasieingenjör","män",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6
"8043","Västernorrland","2009","Gymnasieingenjör","totalt",NA,NA,NA,NA,NA,NA,NA,NA,1.3,8.3,9.6
"8044","Västernorrland","2009","Handel- och administration","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,2.8,7,9.9
"8045","Västernorrland","2009","Handel- och administration","män",NA,NA,NA,NA,NA,NA,NA,NA,3.3,9.6,12.8
"8046","Västernorrland","2009","Handel- och administration","totalt",NA,NA,NA,NA,NA,NA,NA,NA,2.9,7.7,10.7
